Original DOI,Citing_DOI,Title,Abstract,Authors,Authors Affiliation,Journal,Published Year
10.1016/j.chemphys.2011.04.020,10.1063/1.4954077,argon metastable production in argon helium microplasmas,"microwave resonator driven microplasmas are a promising technology for generating the high density of rare gas metastable states required for optically pumped rare gas laser systems. we measure the density of argon 1s5 states (paschen notation) in argon helium plasmas between 100 torr and atmospheric pressure using diode laser absorption. the metastable state density is observed to rise with helium mole fraction at lower pressures but to instead fall slightly when tested near atmospheric pressure. a 0 d model of the discharge suggests that these distinct behaviors result from the discharge being diffusion controlled at lower pressures, but with losses occurring primarily through dissociative recombination at high pressures. in all cases, the argon metastable density falls sharply when the neutral argon gas fraction is reduced below approximately 2 .","Hoskinson, Alan R.;Gregorío, José;Hopwood, Jeffrey;Galbally-Kinney, Kristin;Davis, Steven J.;Rawlins, Wilson T.",tufts university;physical sciences inc.,journal of applied physics,2016
10.1016/j.chemphys.2011.04.020,10.1016/j.cpc.2016.02.022,methes: a monte carlo collision code for the simulation of electron transport in low temperature plasmas,"we present a freely available matlab code for the simulation of electron transport in arbitrary gas mixtures in the presence of uniform electric fields. for steady state electron transport, the program provides the transport coefficients, reaction rates and the electron energy distribution function. the program uses established monte carlo techniques and is compatible with the electron scattering cross section files from the open access plasma data exchange project lxcat. the code is written in object oriented design, allowing the tracing and visualization of the spatiotemporal evolution of electron swarms and the temporal development of the mean energy and the electron number due to attachment and/or ionization processes. we benchmark our code with well known model gases as well as the real gases argon, n2, o2, cf4, sf6 and mixtures of n2 and o2. program summary program title: methes catalogue identifier: aezy v1 0 program summary url: program obtainable from: cpc program library, queen's university, belfast, n. ireland licensing provisions: gnu general public license, version 3 no. of lines in distributed program, including test data, etc.: 28945 no. of bytes in distributed program, including test data, etc.: 515278 distribution format: tar.gz programming language: matlab r2014 (very likely compatible with earlier versions). computer: any which supports matlab. operating system: any which supports matlab. ram: variable, depending on number of electrons classification: 19.11. nature of problem: simulation of electron transport in arbitrary gas mixtures in the presence of electric fields. solution method: monte carlo method. running time: depending on the computer and the desired precision of results between several minutes and several hours.","Rabie, M.;Franck, C. M.",eth zürich,computer physics communications,2016
10.1016/j.chemphys.2011.04.020,10.1088/0963-0252/25/3/035018,microwave harmonic generation and nonlinearity in microplasmas,nonlinearities in microplasmas excited by microwaves are described both experimentally and through a 2d fluid model. a split ring resonator generates a microplasma in a 150 m discharge gap at 1 ghz. nonlinearity generates both radiated and conducted harmonics which are measured from 0.2 760 torr (ar) for power levels between 0.5 and 3 w. asymmetric electrode configurations produce the highest 3rd harmonic power ( 10 mw) at an optimal pressure of the order of 0.3 torr. the microplasma is also demonstrated as a mixer. the experimental results are explained with the aid of a fluid model of the microplasma. the model shows that the smaller electrode in an asymmetric device is forced to attain a large microwave potential that strongly modulates the sheath thickness and the local electron energy. the voltage dependent sheath width gives rises to a nonlinear sheath capacitance as well as short pulses of hot electron flux to the electrode. the modeled 3rd harmonic current is converted to an extractable harmonic power by a microwave circuit model. using this technique the modeled and measured harmonic production of the microplasma are found to compare favorably.,"Gregório, José;Parsons, Stephen;Hopwood, Jeffrey",tufts school of engineering,plasma sources science and technology,2016
10.1016/j.chemphys.2011.04.020,10.1088/0022-3727/49/17/175202,a study of the avalanche to streamer transition in arbitrary gases by particle simulation,"we systematically investigate the avalanche to streamer transition (ast) over a wide range of pressures and homogenous background electric fields and for a comprehensive list of gases, namely pure nitrogen, carbon dioxide, oxygen, argon, sulfur hexafluoride and synthetic air. the discharge starts from an initial seed electron and is temporally followed from the avalanche regime, through the first significant distortion of the background field and the subsequent increasing deviation from the gaussian electron density profile, up to the occurrence of runaway electrons accompanied by the sudden and dramatic increase of electron energy and electron number multiplication. we detect weak influence of the background electric field value and the gas composition, but strong influence of the gas density on the electron number at which the transition occurs. the simulations are performed by means of a fully interacting particle simulation program that combines a particle in cell/monte carlo collision model (pic/mcc) with a three dimensional poisson solver in order to account for the space charge generated by the electrons and ions. the freely available program is based on the methes code and is universally applicable to arbitrary gas mixtures with complete cross section sets.","Rabie, M.;Franck, C. M.",eth zürich,journal of physics d: applied physics,2016
10.1016/j.chemphys.2011.04.020,10.1088/0022-3727/49/5/055206,analysis of thermionic and thermo field emission in microscale gas discharges,"in recent studies, it has been shown that cold field emission can be an important electron source in microscale discharges. however, if the cathode is heated to a high temperature, thermal emission also becomes significant, which impacts microscale discharge formation. importantly, in both cold and thermal conditions, the local electric field at the cathode impacts the emission current, and ionization in the discharge can create sufficient space charge to modify the electric field. in this work, a simple two fluid model is used to evaluate the impact of thermal emission on discharge properties at microscale dimensions. we incorporate two thermal emission models the 'low field' schottky emission model, which assumes electron tunneling is negligible, and the 'high field' thermo field emission model, which accounts for tunneling in order to accurately predict thermal emission in the microdischarge. we evaluate the impact of ionization on the thermal emission in a microdischarge and find that the presence of positive ions increases emission current, and this effect becomes more pronounced as either the applied voltage or the cathode temperature is increased. the enhanced emission causes breakdown to occur at significantly lower voltages than predicted by the classic paschen's curve or the more recent modified paschen's curve that accounts for cold field emission, highlighting how thermal emission can induce substantially different discharge behavior.","Haase, John R.;Go, David B.",college of engineering,journal of physics d: applied physics,2016
10.1016/j.chemphys.2011.04.020,10.1088/0953-4075/49/7/074003,the virtual atomic and molecular data centre (vamdc) consortium,"the virtual atomic and molecular data centre (vamdc) consortium is a worldwide consortium which federates atomic and molecular databases through an e science infrastructure and an organisation to support this activity. about 90 of the inter connected databases handle data that are used for the interpretation of astronomical spectra and for modelling in many fields of astrophysics. recently the vamdc consortium has connected databases from the radiation damage and the plasma communities, as well as promoting the publication of data from indian institutes. this paper describes how the vamdc consortium is organised for the optimal distribution of atomic and molecular data for scientific research. it is noted that the vamdc consortium strongly advocates that authors of research papers using data cite the original experimental and theoretical papers as well as the relevant databases.","Dubernet, M. L.;Antony, B. K.;Ba, Y. A.;Babikov, Yu L.;Bartschat, K.;Boudon, V.;Braams, B. J.;Chung, H. K.;Daniel, F.;Delahaye, F.;Zanna, G. Del;Urquijo, J. De;Dimitrijević, M. S.;Domaracka, A.;Doronin, M.;Drouin, B. J.;Endres, C. P.;Fazliev, A. Z.;Gagarin, S. V.;Gordon, I. E.;Gratier, P.;Heiter, U.;Hill, C.;Jevremović, D.;Joblin, C.;Kasprzak, A.;Krishnakumar, E.;Leto, G.;Loboda, P. A.;Louge, T.;Maclot, S.;Marinković, B. P.;Markwick, A.;Marquart, T.;Mason, H. E.;Mason, N. J.;Mendoza, C.;Mihajlov, A. A.;Millar, T. J.;Moreau, N.;Mulas, G.;Pakhomov, Yu;Palmeri, P.;Pancheshnyi, S.;Perevalov, V. I.;Piskunov, N.;Postler, J.;Quinet, P.;Quintas-Sánchez, E.;Ralchenko, Yu;Rhee, Y. J.;Rixon, G.;Rothman, L. S.;Roueff, E.;Ryabchikova, T.;Sahal-Bréchot, S.;Scheier, P.;Schlemmer, S.;Schmitt, B.;Stempels, E.;Tashkun, S.;Tennyson, J.;Tyuterev, Vl G.;Vujčić, V.;Wakelam, V.;Walton, N. A.;Zatsarinny, O.;Zeippen, C. J.;Zwölf, C. M.","universidad nacional autónoma de méxico campus morelos;institut de recherche en astrophysique et planétologie (irap);cimap centre de recherche sur les ions, les materiaux et la photonique;université bourgogne franche comté;université grenoble alpes;abb corporate research center switzerland;université de bordeaux;russian federal nuclear center all russian scientific research institute of technical physics;osservatorio astronomico di cagliari;zuev institute of atmospheric optics of the siberian branch of the ras;institut fur lonenphysik und angewandte physik;astronomical observatory belgrade;university of belgrade;national research nuclear university mephi;osservatorio astrofisico di catania;instituto venezolano de investigaciones cientificas, centro de fisica;université de caen normandie;tata institute of fundamental research, mumbai;university of cambridge;queen's university belfast;universität zu köln;national institute of standards and technology;osterreichische institut fur internationale politik;university college london;max planck institute for extraterrestrial physics;harvard smithsonian center for astrophysics;institute of astronomy;université de reims champagne ardenne;drake university;tomsk state university;the open university;université de mons;korea atomic energy research institute;jet propulsion laboratory;indian institute of technology (indian school of mines), dhanbad;cnrs centre national de la recherche scientifique;institute of astronomy of the russian academy of sciences;uppsala universitet;the university of manchester;l'observatoire de paris;université de liège","journal of physics b: atomic, molecular and optical physics",2016
10.1016/j.chemphys.2011.04.020,10.1088/0963-0252/24/5/055022,study of striations in a spherically symmetric hydrogen discharge,"experiments on a high power spherically symmetric positive corona discharge in molecular hydrogen are reported upon. these are collisional plasmas in the h2 pressure range of about 0.75 torr to 3 torr. applied voltages ranged up to 600 v on the anode with currents ranging up to 3 a. as others have observed in prior published experiments going back to 1997, we have observed spherically symmetric striations or double layers. others have observed such striations in o2, co2, and in mixtures of n2 and acetone or methanol, or benzene. like h2 all these gases, except n2 itself, readily dissociate and form negative ions by dissociative attachment with electrons. we propose that the striations are instabilities arising from copious formation of negative ions that modify the radial space charge and electric field distributions in such high aspect ratio spherical discharges.","Morgan, W. Lowell;Childs, Montgomery W.","aurtas international, inc.;kinema research and software, llc",plasma sources science and technology,2015
10.1016/j.chemphys.2011.04.020,10.1063/1.4928468,modeling of microplasmas from ghz to thz,"we present a study of atmospheric pressure microdischarges sustained over a wide range of continuous excitation frequencies. a fluid model is used to describe the spatial and temporal evolution of the plasma properties within a 200 m discharge gap. at 0.5ghz, the behavior is similar to a typical rf collisional discharge. as frequency increases at constant power density, we observe a decrease in the discharge voltage from greater than 100 v to less than 10 v. a minimum of the voltage amplitude is attained when electron temporal inertia delays the discharge current to be in phase with the applied voltage. above this frequency, the plasma develops resonant regions where the excitation frequency equals the local plasma frequency. in these volumes, the instantaneous quasi neutrality is perturbed and intense internal currents emerge ensuring a low voltage operation range. this enhanced plasma heating mechanism vanishes when the excitation frequency is larger than the local plasma frequency everywhere in the plasma volume. for a typical peak electron density of 5 10 20 m 3, this condition corresponds to 0.2 thz. beyond the plasma frequency, the discharge performs like a low loss dielectric and an increasingly large voltage is necessary to preserve a constant absorbed power.","Gregório, J.;Hoskinson, A. R.;Hopwood, J.",tufts school of engineering,journal of applied physics,2015
10.1016/j.chemphys.2011.04.020,10.1109/TPS.2015.2452947,study of transient spark discharge properties using kinetic modeling,"the kinetic model simulating plasma chemistry induced by transient spark (ts) discharge in air is presented in this paper. ts is a dc driven self pulsing discharge of streamer to spark transition type. the presented kinetic model defines the temporal evolution of reduced electric field strength e/n , gas temperature, and density of neutrals n during the evolution of ts discharge, so that calculated electron density is in agreement with experimental results. we studied the mechanism of the streamer to spark transition and breakdown in ts using this model. we assume that the breakdown mechanism in ts is based on the gas density decrease and can be summarized as follows: heating of the channel rightarrow increase in the pressure rightarrow hydrodynamic expansion rightarrow decrease in n in the core of the channel rightarrow increase in e/n rightarrow acceleration of ionization processes. however, this mechanism is influenced by species accumulated due to previous ts pulses at higher ts repetition frequencies. sensitivity analysis focused on major electron loss and production processes indicates an important role of the amount of o2 dissociated by the previous pulses. a lower density of o2 means a lower rate of electron attachment, while accumulated atomic oxygen atoms lead to acceleration of electron detachment processes.","Dvonc, Lukas;Janda, Mario",univerzita komenského v bratislave,ieee transactions on plasma science,2015
10.1016/j.chemphys.2011.04.020,10.1088/0963-0252/24/4/045002,bistable solutions for the electron energy distribution function in electron swarms in xenon: a comparison between the results of first principles particle simulations and conventional boltzmann equation analysis,"at low reduced electric fields the electron energy distribution function in heavy noble gases can take two distinct shapes. this 'bistability effect' in which electron electron (coulomb) collisions play an essential role is analyzed here for xe with a boltzmann equation approach and with a first principles particle simulation method. the solution of the boltzmann equation adopts the usual approximations of (i) searching for the distribution function in the form of two terms ('two term approximation'), (ii) neglecting the coulomb part of the collision integral for the anisotropic part of the distribution function, (iii) treating coulomb collisions as binary events, and (iv) truncating the range of the electron electron interaction beyond a characteristic distance. the particle based simulation method avoids these approximations: the many body interactions within the electron gas with a true (un truncated) coulomb potential are described by a molecular dynamics algorithm, while the collisions between electrons and the background gas atoms are treated with monte carlo simulation. we find a good general agreement between the results of the two techniques, which confirms, to a certain extent, the approximations used in the solution of the boltzmann equation. the differences observed between the results are believed to originate from these approximations and from the presence of statistical noise in the particle simulations.","Dyatko, Nikolay;Donkó, Zoltán",troitsk institute for innovation and fusion research;magyar tudomanyos akademia,plasma sources science and technology,2015
10.1016/j.chemphys.2011.04.020,10.1016/j.nimb.2014.12.039,development of collisional data base for elementary processes of electron scattering by atoms and molecules,"we present a progress report on the development of the belgrade electron/molecule data base which is hosted by the institute of physics, university of belgrade and the astronomical observatory belgrade. the data base has been developed under the standards of virtual atomic molecular data centre (vamdc) project which provides a common portal for several european data bases that maintain atomic and molecular data. the belgrade data base (beamdb) covers collisional data of electron interactions with atoms and molecules in the form of differential (dcs) and integrated cross sections as well as energy loss spectra. the final goal of beamdb becoming both a node within the vamdc consortium and within the radiation damage radam data base has been achieved.","Marinković, Bratislav P.;Vujčić, Veljko;Sushko, Gennady;Vudragović, Dušan;Marinković, Dara B.;Dordević, Stefan;Ivanović, Stefan;Nešić, Milutin;Jevremović, Darko;Solov'Yov, Andrey V.;Mason, Nigel J.",university of belgrade;the open university;mbn research center;school of electrical and computer engineering of applied studies;astronomical observatory,"nuclear instruments and methods in physics research, section b: beam interactions with materials and atoms",2015
10.1016/j.chemphys.2011.04.020,10.1016/j.apcatb.2015.01.032,plasma catalytic removal of formaldehyde over cu ce catalysts in a dielectric barrier discharge reactor,"in this study, a coaxial dielectric barrier discharge (dbd) reactor has been used for plasma catalytic removal of low concentration formaldehyde over a series of cu ce oxide catalysts prepared by the citric acid sol gel method. the effect of the cu/ce molar ratio on the removal of formaldehyde and co2 selectivity has been investigated as a function of specific energy density (sed). in comparison to the plasma only process, the combination of plasma with the cu ce binary oxide catalysts significantly enhances the reaction performance, while the presence of cuo or ceo2 in the dbd reactor has a negative effect on the removal of hcho. this suggests that the interactions between cu and ce species change the properties of the catalysts and consequently affect the performance of the plasma catalytic process. the highest removal efficiency of 94.7 and co2 selectivity of 97.3 were achieved when the cu1ce1 catalyst (cu/ce=1:1) was placed in the dbd reactor at the sed of 486jl 1. the interaction between cu and ce species results in a larger specific surface area and pore volume, along with a greater formation of surface adsorbed oxygen (oads), which favors the oxidation of formaldehyde in the plasma process. in addition, the redox cycles between cu and ce species facilitate the formation of additional active oxygen atoms and contribute to the plasma catalytic oxidation reactions. plausible reaction mechanisms involved in the plasma catalytic oxidation of hcho have been proposed.","Zhu, Xinbo;Gao, Xiang;Qin, Rui;Zeng, Yuxuan;Qu, Ruiyang;Zheng, Chenghang;Tu, Xin",state key laboratory of clean energy utilization;university of liverpool,applied catalysis b: environmental,2015
10.1016/j.chemphys.2011.04.020,10.1063/1.4919416,electron confinement and heating in microwave sustained argon microplasmas,"we systematically measure and model the behavior of argon microplasmas sustained by a broad range of microwave frequencies. the plasma behavior exhibits two distinct regimes. up to a transition frequency of approximately 4 ghz, the electron density, directly measured by stark broadening, increases rapidly with rising frequency. above the transition frequency, the density remains approximately constant near 5 1020m 3. the electrode voltage falls with rising frequency across both regimes, reaching approximately 5 v at the highest tested frequency. a fluid model of the plasma indicates that the falling electrode voltage reduces the electron temperature and significantly improves particle confinement, which in turn increases the plasma density. particles are primarily lost to the electrodes at lower frequencies, but dissociative recombination becomes dominant as particle confinement improves. recombination events produce excited argon atoms which are efficiently re ionized, resulting in relatively constant ionization rates despite the falling electron temperature. the fast rates of recombination are the result of high densities of electrons and molecular ions in argon microplasmas.","Hoskinson, Alan R.;Gregório, José;Parsons, Stephen;Hopwood, Jeffrey",tufts university,journal of applied physics,2015
10.1016/j.chemphys.2011.04.020,10.1002/2015JD023100,determination of equilibrium electron temperature and times using an electron swarm model with bolsig+ calculated collision frequencies and rate coefficients,"electromagnetic pulse (emp) events produce low energy conduction electrons from compton electron or photoelectron ionizations with air. it is important to understand how conduction electrons interact with air in order to accurately predict emp evolution and propagation. an electron swarm model can be used to monitor the time evolution of conduction electrons in an environment characterized by electric field and pressure. here a swarm model is developed that is based on the coupled ordinary differential equations (odes) described by higgins et al. (1973), hereinafter hlo. the odes characterize the swarm electric field, electron temperature, electron number density, and drift velocity. important swarm parameters, the momentum transfer collision frequency, energy transfer collision frequency, and ionization rate, are calculated and compared to the previously reported fitted functions given in hlo. these swarm parameters are found using bolsig+, a two term boltzmann solver developed by hagelaar and pitchford (2005), which utilizes updated cross sections from the lxcat website created by pancheshnyi et al. (2012). we validate the swarm model by comparing to experimental effective ionization coefficient data in dutton (1975) and drift velocity data in ruiz vargas et al. (2010). in addition, we report on electron equilibrium temperatures and times for a uniform electric field of 1 statv/cm for atmospheric heights from 0 to 40 km. it is shown that the equilibrium temperature and time are sensitive to the modifications in the collision frequencies and ionization rate based on the updated electron interaction cross sections.","Pusateri, Elise N.;Morris, Heidi E.;Nelson, Eric M.;Ji, Wei",rensselaer polytechnic institute;los alamos national laboratory,journal of geophysical research,2015
10.1016/j.chemphys.2011.04.020,10.1109/TPS.2014.2354676,calculation of the effective ionization rate in air by considering electron detachment from negative ions,"the effective townsend ionization coefficient in dry air at different pressures and temperatures is calculated by considering ionization by direct electron impact, attachment of electrons to molecular oxygen, simplified negative ion kinetics, and detachment of electrons from negative ions in collisions with heavy neutrals. effect of electron detachment from negative ions created by primary and secondary electron avalanches propagating in a uniform electric field in air at different pressures and temperatures and its contribution into the effective ionization rate are analyzed.","Chachereau, Alise;Pancheshnyi, Sergey",abb corporate research center switzerland;eth zürich,ieee transactions on plasma science,2014
10.1016/j.chemphys.2011.04.020,10.1088/0022-3727/47/34/345203,transport properties of electron swarms in gaseous neon at low values of e/n,"a detailed analysis of electron swarm transport through neon gas at applied reduced electric fields of e/n 2 td is presented. the root mean square difference of transport parameters calculated from a recent all order many body perturbation theory treatment (cheng et al 2014 phys. rev. a 89 012701) with drift velocity measurements by the australian national university group (robertson 1972 j. phys. b 5 648) is less than 1 . differences of about 3 exist with characteristic energies, dt/ , (koizumi et al 1984 j. phys. b 17 4387) indicating an incompatibility at the 3 level between drift velocity and transverse diffusion coefficient measurements. multi term solutions of the boltzmann equation indicate that the two term approximation gives transport parameters accurate to better than 0.01 . the diffusion constant at thermal energies is found to be sensitive to the numerical representation of the cross section. a recommended elastic momentum transfer cross section has been constructed that has a maximum difference of 0.5 with all anu drift velocity data for e/n 1.6 td and a root mean square difference that is about a factor of 2 smaller. 2014 iop publishing ltd.","Boyle, G. J.;Casey, M. J.E.;White, R. D.;Cheng, Y.;Mitroy, J.",james cook university;charles darwin university,journal of physics d: applied physics,2014
10.1016/j.chemphys.2011.04.020,10.1140/epjd/e2014-40738-x,ramsauer townsend minimum in methane modified effective range analysis,"electron scattering cross sections in methane are analysed in the very low energy region. the correspondence between integral elastic, elastic differential and momentum transfer cross sections is checked via a novel approach to modified effective range theory, in order to determine the depth and position of the ramsauer townsend minimum. phase shifts of the two lowest partial waves are obtained explicitly and parameterized by four coefficients with the physical meaning of the scattering lengths and the effective ranges. using recent experiments on vibrational cross sections performed over an extended (0 180 ) angular range and comparing several theories, an agreement within 10 has been obtained between experimental total and present summed (elastic + vibrational) cross sections in the whole 0.1 2.0 ev energy range. an additional check for consistency is done using two term boltzmann analysis to derive electron diffusion coefficients. calculated drift velocities and transversal diffusion coefficients at 0 10 td reduced electric field agree within 5 with experiments.","Fedus, Kamil;Karwasz, Grzegorz P.",uniwersytet mikołaja kopernika w toruniu,european physical journal d,2014
10.1016/j.chemphys.2011.04.020,10.1088/1742-6596/565/1/012007,the ist lisbon database on lxcat,"lxcat is a web based, community wide project on the curation of data needed in the modelling of low temperature plasmas. lxcat is organized in databases, contributed by members of the community around the world and indicated by the contributor's chosen title. this paper presents the status of the data available on the ist lisbon database with lxcat. ist lisbon contains up to date electron neutral collisional data (together with the measured swarm parameters used to validate these data) resulting from the research effort of the group of gas discharges and gaseous electronics with instituto de plasmas e fusao nuclear, instituto superior tecnico, lisbon, portugal. presently, the ist lisbon database includes complete and consistent sets of electron scattering cross sections for argon, helium, nitrogen, oxygen, hydrogen and methane.","Alves, L. L.",instituto superior técnico,journal of physics: conference series,2014
10.1016/j.chemphys.2011.04.020,10.1039/c4ra05985a,plasma catalytic removal of a low concentration of acetone in humid conditions,"a coaxial dielectric barrier discharge (dbd) plasma reactor has been developed for plasma catalytic removal of low concentration acetone over mo x/ al2o3 (m=mn, co, or cu) catalysts. the effect of relative humidity of air (rh) on the discharge characteristics, acetone removal efficiency, co2 selectivity, and byproduct formation with and without catalyst has been investigated. the results show that increasing the rh leads to a decrease of the specific energy density (sed) of the dbd, while packing al2o3 supported metal oxide catalysts into the discharge gap enhances the sed of the discharge. the maximum acetone removal of 75.3 is achieved at an optimum rh of 10 using coo x/ al2o3 beyond which the removal efficiency of acetone decreases with the increase of the rh. higher rh inhibits the formation of energetic electrons while water can be adsorbed onto the catalyst surface and block active sites on the catalyst surface. it is found that increasing the air humidity enhances both co2 selectivity and carbon balance, but decreases the formation of ozone. however, the formation of nox slightly increases with increasing the gas humidity. in addition, the presence of these catalysts in the discharge significantly decreases the formation of unwanted byproducts (o3 and nox) and promotes the deep oxidation of acetone towards co2 with an increased carbon balance. the partner organisations 2014.","Zhu, Xinbo;Gao, Xiang;Zheng, Chenghang;Wang, Zhihua;Ni, Mingjiang;Tu, Xin",state key laboratory of clean energy utilization;university of liverpool,rsc advances,2014
10.1016/j.chemphys.2011.04.020,10.1088/0022-3727/46/44/445202,response analysis of electron attachment rates to c 3f 8 and sf 6 in buffer gases,"electron swarm methods are applied for investigating the effects of small amounts (1.5 ) of a strongly electronegative sample gas in the buffer gases ar, n2 or co2. a pulsed townsend method, a monte carlo swarm method, and a solution of the boltzmann equation are used to determine the effective ionization rate constants of the gas mixtures. the sensitivity of the effective ionization rate constant to changes of the mixing ratio is evaluated. our methods are benchmarked with the analysis of ar sf6 and n 2 sf6 mixtures, and subsequently used for the analysis of gas mixtures containing c3f8. the results based on the recommended c3f8 cross sections are shown to be inconsistent with the experimental data for n2 c3f 8 and co2 c3f8 mixtures. 2013 iop publishing ltd.","Dahl, Dominik A.;Franck, Christian M.",eth zürich,journal of physics d: applied physics,2013
10.1016/j.chemphys.2011.04.020,10.1063/1.4824003,the role of electron scattering with vibrationally excited nitrogen molecules on non equilibrium plasma kinetics,"electron energy distribution functions have been calculated by a self consistent model which couples the electron boltzmann equation with vibrationally and electronically excited state kinetics and plasma chemistry. moderate pressure nitrogen gas discharges in the e/n range from 30 to 60 townsend are investigated comparing an electron impact cross section set considering transitions starting from all the vibrational states, with reduced models, taking into account only collisions involving the ground vibrational level. the results, while confirming the important role of second kind collisions in affecting the eedf, show a large dependence of the eedf on the set of inelastic processes involving vibrationally and electronically excited molecules, pointing out the need of using a cross section database including processes linking excited states in non equilibrium plasma discharge models. 2013 aip publishing llc.","Capitelli, Mario;Colonna, Gianpiero;D'Ammando, Giuliano;Laporta, Vincenzo;Laricchiuta, Annarita",università degli studi di bari aldo moro;university college london;consiglio nazionale delle ricerche,physics of plasmas,2013
10.1016/j.chemphys.2011.04.020,10.1088/0022-3727/46/33/334002,comparisons of sets of electron neutral scattering cross sections and swarm parameters in noble gases: ii. helium and neon,"this paper is the second of a series of four reports, describing work carried in 2011 in the context of the plasma data exchange project with the gaseous electronics conference, devoted to intercomparisons between different sets of electron neutral scattering cross sections from ground state noble gas atoms, in the energy range from thermal to about 1 kev. the present work compares cross section sets for helium and neon, determined independently, which are available on the open access lxcat website (www.lxcat.laplace.univ tlse.fr/ ). the cross sections are used as input data in an electron boltzmann solver or in monte carlo simulations, to calculate different swarm parameters (transport parameters and rate coefficients). the calculated quantities are compared with measurements to assess the quality of the cross sections in providing data for modelling low temperature plasmas or analysing experiments. the paper includes several appendices prepared by co authors to the work, presenting details on how the various cross section datasets were compiled or evaluated. 2013 iop publishing ltd.","Alves, L. L.;Bartschat, K.;Biagi, S. F.;Bordage, M. C.;Pitchford, L. C.;Ferreira, C. M.;Hagelaar, G. J.M.;Morgan, W. L.;Pancheshnyi, S.;Phelps, A. V.;Puech, V.;Zatsarinny, O.",laboratoire plasma et conversion d’energie;laboratoire de physique des gaz et des plasmas;university of liverpool;drake university;cnrs centre national de la recherche scientifique;instituto superior técnico;university of colorado boulder;kinema research and software,journal of physics d: applied physics,2013
10.1016/j.chemphys.2011.04.020,10.1088/0022-3727/46/33/334001,comparisons of sets of electron neutral scattering cross sections and swarm parameters in noble gases: i. argon,"this paper describes work done in the context of the gaseous electronics conference (gec) plasma data exchange project (pdep) as discussed in the preface to this cluster issue. the purposes of this paper and its companion papers are to compare sets of cross sections for electron scattering from ground state noble gas atoms in the energy range from thermal to about 1 kev and to comment on their applicability for plasma modelling. to these ends, we present in this paper intercomparisons of the nine independently derived sets of cross sections for electron scattering from ground state argon atoms that have been posted in databases on the lxcat open access website (www.lxcat.laplace.univ tlse.fr). we show electron transport, excitation and ionization coefficients (swarm parameters) calculated using these cross section data in boltzmann solvers and we compare calculated values with measurements. for the most part, the cross section sets have been compiled by co authors on this paper and appendices giving details about how the various cross sections datasets were compiled have been written by the individual co authors. additional appendices discuss our criteria for selection of experimental data to be included in the comparisons and give a brief overview of the methods used here for solving the boltzmann equation. 2013 iop publishing ltd.","Pitchford, L. C.;Alves, L. L.;Bartschat, K.;Biagi, S. F.;Bordage, M. C.;Phelps, A. V.;Ferreira, C. M.;Hagelaar, G. J.M.;Morgan, W. L.;Pancheshnyi, S.;Puech, V.;Stauffer, A.;Zatsarinny, O.",laboratoire plasma et conversion d’energie;laboratoire de physique des gaz et des plasmas;york university;university of liverpool;drake university;cnrs centre national de la recherche scientifique;instituto superior técnico;university of colorado boulder;kinema research and software,journal of physics d: applied physics,2013
10.1016/j.chemphys.2011.04.020,10.1088/0022-3727/46/33/334003,comparisons of sets of electron neutral scattering cross sections and swarm parameters in noble gases: iii. krypton and xenon,"this paper, the third in a series of three, describes work carried in the context of plasma data exchange project of the gaseous electronics conference (pdep gec) to compare electron collision cross sections sets from ground state, noble gases atoms and to check their consistency with measured swarm parameters. such consistency is a minimum requirement if the cross section data are to be used for modelling low temperature plasmas. in this paper, we present intercomparisons of the independently compiled sets of electron cross sections from ground state, neutral kr and xe atoms presently available on the lxcat open access website (www.lxcat.laplace.univ tlse.fr). swarm parameters (reduced mobility, characteristic energy, reduced longitudinal diffusion coefficient, reduced ionization coefficient) calculated in a boltzmann solver or monte carlo simulation using these cross sections sets are compared with experimental data, also available online on the lxcat site. 2013 iop publishing ltd.","Bordage, M. C.;Biagi, S. F.;Alves, L. L.;Bartschat, K.;Chowdhury, S.;Pitchford, L. C.;Hagelaar, G. J.M.;Morgan, W. L.;Puech, V.;Zatsarinny, O.",laboratoire plasma et conversion d’energie;laboratoire de physique des gaz et des plasmas;university of liverpool;drake university;cnrs centre national de la recherche scientifique;instituto superior técnico;kinema research and software,journal of physics d: applied physics,2013
10.1016/j.chemphys.2011.04.020,10.1088/0022-3727/46/16/165201,influence of excitation pulse duration of dielectric barrier discharges on biomedical applications,"two dielectric barrier discharges created in atmospheric pressure air were compared to investigate influences of excitation pulse duration on plasma parameters. a plasma source with a pulsed excitation and pulse durations in the s range as well as a source with pulse durations in the ns range were investigated. an aluminum plate with skin lipids of the stratum corneum on the one hand and an aluminum needle without lipids for operating in the single filamentary mode on the other hand were used as opposite electrodes. the optical emission spectroscopy was arranged to determine the rotational and vibrational temperatures by comparing experimental with simulated spectra. vibrational temperatures were calculated in a range 2200 2600 k, rotational temperatures were measured from 300 up to 600 k. in addition, the electron temperatures (7 15 ev) and the reduced electric fields (280 800 td) were estimated. electric parameters were detected by both current and voltage measurements with a resulting range 200 500 mw of dissipated power. 2013 iop publishing ltd.","Hirschberg, J.;Omairi, T.;Mertens, N.;Helmke, A.;Emmert, S.;Viöl, W.",universitätsmedizin göttingen;hochschule für angewandte wissenschaft und kunst hildesheim holzminden göttingen;fraunhofer institute for surface engineering and thin films ist,journal of physics d: applied physics,2013
